16/9/2022,12.85,Food and Beverages,Saute sushi,,,,,,
18/9/2022,12,Others,haircut,,,,,,
18/9/2022,13.51,Others,adobe,,,,,,
20/9/2022,10.18,Entertainment,spotify,,,,,,
21/9/2022,9.36,Transport,bus/mrt fare,,,,,,
22/9/2022,4.6,Food and Beverages,Seaweed fries,,,,,,
23/9/2022,8.61,Food and Beverages,zi char,,,,,,
23/9/2022,20.4,Transport,comfort taxi from MHC to home,,,,,,
24/9/2022,2,Food and Beverages,100plus,,,,,,
24/9/2022,3,Food and Beverages,Tang yuan,,,,,,
27/9/2022,2.3,Food and Beverages,Oreo crush,,,,,,
28/9/2022,15.45,Food and Beverages,Wingstop,,,,,,
28/9/2022,6,Food and Beverages,Chi cha,,,,,,
30/9/2022,22.75,Food and Beverages,song fa,,,,,,
30/9/2022,1.9,Food and Beverages,liho bubble tea,,,,,,
1/10/2022,2.3,Food and Beverages,Oreo crush,,,,,,
4/10/2022,5,Food and Beverages,Porridge,,,,,,
4/10/2022,15.24,Transport,BUS/MRT,,,,,,
7/10/2022,1.5,Food and Beverages,Soya milk,,,,,,
7/10/2022,3.6,Others,Laces,,,,,,
9/10/2022,13.82,Transport,BUS/MRT,,,,,,
11/10/2022,3.3,Food and Beverages,Mango passiomfruit,,,,,,
11/10/2022,4.8,Food and Beverages,Prata,,,,,,
12/10/2022,12.3,Entertainment,Bowling,,,,,,
12/10/2022,5.5,Food and Beverages,Milk tea with sakura,,,,,,
12/10/2022,12.4,Food and Beverages,Burgs,,,,,,
14/10/2022,1.5,Food and Beverages,Sugar cane,,,,,,
14/10/2022,3.4,Food and Beverages,Nasi lemak,,,,,,
14/10/2022,5.4,Food and Beverages,Coconut milk,,,,,,
15/10/2022,11.89,Transport,BUS/MRT,#
##
